consent_yes.thisRepN,consent_yes.thisTrialN,consent_yes.thisN,consent_yes.thisIndex,consent_form_text.started,consent_form_text.stopped,consent_resp.keys,consent_resp.rt,consent_resp.started,consent_resp.stopped,instructions_text.started,instructions_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.261205433998839,None,y,3.031125676992815,13.261205433998839,None,,,1,001,2022-04-23_12h31.57.271,SS,2022.1.2,59.90282934121385,
,,,,,,,,,,16.324279966007452,None,,,,,,,
