consent_yes.thisRepN,consent_yes.thisTrialN,consent_yes.thisN,consent_yes.thisIndex,consent_form_text.started,consent_form_text.stopped,consent_resp.keys,consent_resp.rt,consent_resp.started,consent_resp.stopped,instructions_text.started,instructions_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.720640655010357,None,y,0.5359401509922463,10.720640655010357,None,,,1,001,2022-04-23_12h29.11.150,SS,2022.1.2,60.75686983690923,
,,,,,,,,,,11.297522232998745,None,,,,,,,
